Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
DUZL59EP,journalArticle,2023,"Yoon, Clara; Cochran, E.; Vanacore, Elizabeth; Huerfano, V.; Báez-Sanchez, Gisela; Wilding, John; Smith, Jonathan",A Detailed View of the 2020–2023 Southwestern Puerto Rico Seismic Sequence with Deep Learning,Bulletin of the Seismological Society of America,,0037-1106,10.1785/0120220229,https://doi.org/10.1785/0120220229,,2023-07-06,2024-09-03 21:52:11,2024-09-03 21:52:11,,2377-2415,,6,113.0,,,,,,,,,,en,,,,,,,Publisher: Seismological Society of America,,,,Earthquake Detection; Hypocenter; Real-Time Seismology; Seismic Event Classification; Seismic Phase Picking; Sequence (biology),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58JDCVIZ,journalArticle,2021,"Mancini, A.; Piras, Davide; Ferreira, Ana; Hobson, M.; Joachimi, Benjamin",Accelerating Bayesian microseismic event location with deep learning,Solid Earth,,1869-9529,10.5194/se-12-1683-2021,https://doi.org/10.5194/se-12-1683-2021,"We present a series of new open source deep learning algorithms to accelerate Bayesian full waveform point source inversion of microseismic events. Inferring the joint posterior probability distribution of moment tensor components and source location is key for rigorous uncertainty quantification. However, the inference process requires forward modelling of microseismic traces for each set of parameters explored by the sampling algorithm, which makes the inference very computationally intensive. In this paper we focus on accelerating this process by training deep learning models to learn the mapping between source location and seismic traces, for a given 3D heterogeneous velocity model, and a fixed isotropic moment tensor for the sources. These trained emulators replace the expensive solution of the elastic wave equation in the inference process. We compare our results with a previous study that used emulators based on Gaussian Processes to invert microseismic events. We show that all of our models provide more accurate predictions and $\sim 100$ times faster predictions than the method based on Gaussian Processes, and a $\mathcal{O}(10^5)$ speed-up factor over a pseudo-spectral method for waveform generation. For example, a 2-s long synthetic trace can be generated in $\sim 10$ ms on a common laptop processor, instead of $\sim$ 1 hr using a pseudo-spectral method on a high-profile Graphics Processing Units card. We also show that our inference results are in excellent agreement with those obtained from traditional location methods based on travel time estimates. The speed, accuracy and scalability of our open source deep learning models pave the way for extensions of these emulators to generic source mechanisms and application to joint Bayesian inversion of moment tensor components and source location using full waveforms.",2021-07-29,2024-09-03 21:52:11,2024-09-03 21:52:11,,1683-1705,,7,12.0,,,,,,,,,,en,,,,,,,Publisher: Copernicus Publications,,,,Deep Learning Models; Microseism; Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Uncertainty Quantification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT94DKBL,journalArticle,2022,"Cao, Wenzhong; Li, Quanli; Zhang, Jie; Zhang, Wei",Accelerating 2D and 3D frequency-domain seismic wave modeling through interpolating frequency-domain wavefields by deep learning,Geophysics,,0016-8033,10.1190/geo2021-0435.1,https://doi.org/10.1190/geo2021-0435.1,,2022-06-21,2024-09-03 21:52:11,2024-09-03 21:52:11,,T315-T328,,4,87.0,,,,,,,,,,en,,,,,,,Publisher: Society of Exploration Geophysicists,,,,Deep Learning Models; Finite difference; Interpolation (computer graphics); Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Seismic Waveform Inversion; Similarity (geometry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN84I2FU,journalArticle,2023,"Lehmann, Fanny; Gatti, Filippo; Bertin, Michaël; Clouteau, Didier",Fourier Neural Operator Surrogate Model to Predict 3D Seismic Waves Propagation,UNCECOMP Proceedings,,2623-3339,10.7712/120223.10339.20362,https://doi.org/10.7712/120223.10339.20362,"With the recent rise of neural operators, scientific machine learning offers new solutions to quantify uncertainties associated with high-fidelity numerical simulations.Traditional neural networks, such as Convolutional Neural Networks (CNN) or Physics-Informed Neural Networks (PINN), are restricted to the prediction of solutions in a predefined configuration.With neural operators, one can learn the general solution of Partial Differential Equations, such as the elastic wave equation, with varying parameters.There have been very few applications of neural operators in seismology.All of them were limited to two-dimensional settings, although the importance of three-dimensional (3D) effects is well known.In this work, we apply the Fourier Neural Operator (FNO) to predict ground motion time series from a 3D geological description.We used a high-fidelity simulation code, SEM3D, to build an extensive database of ground motions generated by 30,000 different geologies.With this database, we show that the FNO can produce accurate ground motion even when the underlying geology exhibits large heterogeneities.Intensity measures at moderate and large periods are especially well reproduced.We present the first seismological application of Fourier Neural Operators in 3D.Thanks to the generalizability of our database, we believe that our model can be used to assess the influence of geological features such as sedimentary basins on ground motion, which is paramount to evaluating site effects.",2023-01-01,2024-09-03 21:52:11,2024-09-03 23:24:38,,,,,,,,,,,,,,,en,,,,,,,,,,,Backpropagation Learning; Operator (biology); Support Vector Machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVZH778,journalArticle,2024,"Gao, Kai; Creasy, Neala; Huang, Lianjie; Gross, Michael",Underground hydrogen storage leakage detection and characterization based on machine learning of sparse seismic data,International Journal of Hydrogen Energy,,0360-3199,10.1016/j.ijhydene.2024.02.296,https://doi.org/10.1016/j.ijhydene.2024.02.296,,2024-04-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,137-161,,,61.0,,,,,,,,,,en,,,,,,,Publisher: Elsevier BV,,,,Earthquake Detection; High fidelity; Leakage (economics); Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8T3NQ68D,journalArticle,2021,"Freitas, Rodolfo; Barbosa, Carlos; Guerra, Gabriel; Coutinho, Álvaro; Rochinha, Fernando",An encoder-decoder deep surrogate for reverse time migration in seismic imaging under uncertainty,Computational Geosciences,,1420-0597,10.1007/s10596-021-10052-3,https://doi.org/10.1007/s10596-021-10052-3,"Seismic imaging faces challenges due to the presence of several uncertainty sources. Uncertainties exist in data measurements, source positioning, and subsurface geophysical properties. Reverse time migration (RTM) is a high-resolution depth migration approach useful for extracting information such as reservoir localization and boundaries. RTM, however, is time-consuming and data-intensive as it requires computing twice the wave equation to generate and store an imaging condition. RTM, when embedded in an uncertainty quantification algorithm (like the Monte Carlo method), shows a many-fold increase in its computational complexity due to the high input-output dimensionality. In this work, we propose an encoder-decoder deep learning surrogate model for RTM under uncertainty. Inputs are an ensemble of velocity fields, expressing the uncertainty, and outputs the seismic images. We show by numerical experimentation that the surrogate model can reproduce the seismic images accurately, and, more importantly, the uncertainty propagation from the input velocity fields to the image ensemble.",2021-04-06,2024-09-03 21:52:11,2024-09-03 21:52:11,,1229-1250,,3,25.0,,,,,,,,,,en,,,,,,,Publisher: Springer Science+Business Media,,,,Autoencoder; Geophysical imaging; Inverse Problems; Propagation of uncertainty; Reservoir Simulation; Seismic Data Processing; Seismic migration; Seismic Waveform Inversion; Surrogate model; Synthetic data; Uncertainty quantification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRIREJWV,journalArticle,2022,"Xiong, Fuqin; Yong, Wen‐An",Learning stable seismic wave equations for porous media from real data,Geophysical Journal International,,0956-540X,10.1093/gji/ggac082,https://doi.org/10.1093/gji/ggac082,,2022-02-25,2024-09-03 21:52:11,2024-09-03 21:52:11,,349-362,,1,230.0,,,,,,,,,,en,,,,,,,Publisher: Oxford University Press,,,,Ambient Seismic; Seismic Data Processing; Seismic Noise; Seismic Waveform Inversion; Synthetic data; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RAY3FWQ,journalArticle,2023,"Wang, Shaowen; Jiang, Yong; Song, Peng; Tan, Jun; Liu, Zhaolun; He, Bingshou",Memory Optimization in RNN-Based Full Waveform Inversion Using Boundary Saving Wavefield Reconstruction,IEEE Transactions on Geoscience and Remote Sensing,,0196-2892,10.1109/tgrs.2023.3317529,https://doi.org/10.1109/tgrs.2023.3317529,,2023-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,1-12,,,61.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Backpropagation; Geomechanical Modeling; Inverse Problems; Memory footprint; Seismic Data Processing; Seismic Waveform Inversion; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RDN9AHV,journalArticle,2023,"Farris, Stuart; Clapp, Robert",Bridging the gap: Deep learning on seismic field data with synthetic training for building Gulf of Mexico velocity models,,,,10.1190/image2023-3905650.1,https://doi.org/10.1190/image2023-3905650.1,,2023-12-14,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Geomechanical Modeling; Seismic Data Processing; Seismic velocity; Seismic Waveform Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPURMAM,journalArticle,2023,"Ding, Yi; Chen, Su; Li, Xiaojun; Jin, Liguo; Luan, Shuang; Sun, Hao",Physics-constrained neural networks for half-space seismic wave modeling,Computers & Geosciences,,0098-3004,10.1016/j.cageo.2023.105477,https://doi.org/10.1016/j.cageo.2023.105477,,2023-12-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,105477-105477,,,181.0,,,,,,,,,,en,,,,,,,Publisher: Elsevier BV,,,,Seismic Data Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTJE5RG3,journalArticle,2023,"Li, Jiangfeng; Ye, Minxiang; Stanković, Lina; Stanković, Vladimir; Pytharouli, Stella",Domain Knowledge Informed Multitask Learning for Landslide-Induced Seismic Classification,IEEE Geoscience and Remote Sensing Letters,,1545-598X,10.1109/lgrs.2023.3279068,https://doi.org/10.1109/lgrs.2023.3279068,"Automatic seismic signal classification methods are extensively investigated to reduce or replace manual interpretation, with great potential in previous research.Discriminative seismic wave propagation physical characteristics, such as velocities and accelerations, are rarely considered for classification.A multitask learning scheme is proposed that utilises the seismic wave equation and three-dimensional (3D) P-wave velocity Vp model for signal representation learning.The classifier uses the obtained latent feature maps on a convolutional neural network architecture for classification of rockfall, slide quake, earthquake, and natural/anthropogenic noise events, recorded at an ongoing landslide.Our experimental results show that our approach outperforms state-of-the-art methods.",2023-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,1-5,,,20.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Discriminative model; Feature learning; Real-Time Seismology; Seismic Data Processing; Seismic Event Classification; Seismic Phase Picking; Seismic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTFY5GRA,journalArticle,2023,"Sandhu, Ali; bin Waheed, Umair; Song, Chao; Dorn, Oliver; Soupios, Pantelis",Multi-frequency wavefield modeling of acoustic VTI wave equation using physics informed neural networks,Frontiers in Earth Science,,2296-6463,10.3389/feart.2023.1227828,https://doi.org/10.3389/feart.2023.1227828,"Incorporating anisotropy is crucial for accurately modeling seismic wave propagation. However, numerical solutions are susceptible to dispersion artifacts, and they often require considerable computational resources. Moreover, their accuracy is dependent on the size of discretization, which is a function of the operating frequency. Physics informed neural networks (PINNs) have demonstrated the potential to tackle long-standing challenges in seismic modeling and inversion, addressing the associated computational bottleneck and numerical dispersion artifacts. Despite progress, PINNs exhibit spectral bias, resulting in a stronger capability to learn low-frequency features over high-frequency ones. This paper proposes the use of a simple fully-connected PINN model, and evaluates its potential to interpolate and extrapolate scattered wavefields that correspond to the acoustic VTI wave equation across multiple frequencies. The issue of spectral bias is tackled by incorporating the Kronecker neural network architecture with composite activation function formed using the inverse tangent (atan), exponential linear unit (elu), locally adaptive sine (l-sin), and locally adaptive cosine (l-cos) activation functions. This allows the construction of an effectively wider neural network with a minimal increase in the number of trainable parameters. The proposed scheme keeps the network size fixed for multiple frequencies and does not require repeated training at each frequency. Numerical results demonstrate the efficacy of the proposed approach in fast and accurate, anisotropic multi-frequency wavefield modeling.",2023-08-08,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,11.0,,,,,,,,,,en,,,,,,,Publisher: Frontiers Media,,,,Acoustic wave equation; Distributed Acoustic Sensing; Frequency-Dependent Anisotropy; Seismic Data Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVKGPZH,journalArticle,2022,"Singh, Sagar; Zhang, Yu; Thanoon, D.; Devarakota, Pandu; Jin, Long; Tsvankin, Ilya",Physics-directed unsupervised machine learning: Quantifying uncertainty in seismic inversion,Second International Meeting for Applied Geoscience & Energy,,,10.1190/image2022-3730701.1,https://doi.org/10.1190/image2022-3730701.1,,2022-08-15,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Geophysical Inversion; Interpretability; Inversion; Seismic Data Processing; Seismic Waveform Inversion; Spectral Induced Polarization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YU8MX4VX,journalArticle,2019,"Stuart, Georgia; Minkoff, Susan; Pereira, Felipe",Enhanced neural network sampling for two-stage Markov chain Monte Carlo seismic inversion,,,,10.1190/segam2019-3214437.1,https://doi.org/10.1190/segam2019-3214437.1,,2019-08-10,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Geomechanical Modeling; Microseismic Monitoring; Seismic Data Processing; Seismic Waveform Inversion; Solver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMPNITL,journalArticle,2023,"van Beveren, V.; Bader, Maria; van den Brand, J.; Bulten, Henk; Campman, Xander; Koley, Soumen; Linde, Frank",A study of deep neural networks for Newtonian noise subtraction at Terziet in Limburg—the Euregio Meuse-Rhine candidate site for Einstein Telescope,Classical and Quantum Gravity,,0264-9381,10.1088/1361-6382/acf3c8,https://doi.org/10.1088/1361-6382/acf3c8,"Abstract The Euregio Meuse-Rhine border region of Belgium, Germany and the Netherlands has been identified as a candidate site for hosting Einstein Telescope. Newtonian coupling of ground vibrations to the core optics of the detectors may limit the sensitivity of Einstein Telescope at frequencies below about 10 Hz. The contribution of Newtonian noise is site specific and depends on the ambient seismic field which in turn depends on the site’s geology and the distribution of surface and underground seismic-noise sources. We have investigated the application of machine learning in combination with the deployment of seismic sensor networks to predict seismic displacement noise at specific locations on the surface and underground. Moreover we have modeled a deep neural network (DNN) that allows to subtract Newtonian noise from the strain data measured by Einstein Telescope. The seismic-field model is based on a complete solution of the elastodynamic wave equations for a horizontally-layered soil structure. The geology features soft-soil layers on hard-rock and was shown to be effective in attenuating Newtonian noise from surface waves below the required sensitivity. In addition our model includes a random background of body waves with all possible angles of incidence. We show that a DNN is effective in predicting Newtonian noise. Application of our DNN allows Newtonian noise subtraction by a factor up to 4.7 at 1 Hz and 2.5 at 5 Hz.",2023-09-18,2024-09-03 21:52:11,2024-09-03 21:52:11,,205008-205008,,20,40.0,,,,,,,,,,en,,,,,,,Publisher: IOP Publishing,,,,Earthquake Detection; Einstein Telescope; Seismic Noise; Seismic Phase Picking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9CNA9VE6,journalArticle,2021,"Ma, Yangyang; Zhang, Jie",Velocity model building from one-shot VSP data via a convolutional neural network,,,,10.1190/segam2021-3581912.1,https://doi.org/10.1190/segam2021-3581912.1,,2021-09-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Geomechanical Modeling; Model building; Seismic Data Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TFPSY8N,bookSection,2020,"Huang, Lei; Clee, Edward; Ranasinghe, N.",Improving Seismic Wave Simulation and Inversion Using Deep Learning,Communications in computer and information science,1865-0929,,,https://doi.org/10.1007/978-3-030-63393-6_1,,2020-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,3-19,,,,,,,,,,,Springer Science+Business Media,,en,,,,,,,DOI: 10.1007/978-3-030-63393-6_1,,,,Ambient Seismic; Automatic differentiation; Geophysical Inversion; Seismic Data Processing; Seismic Waveform Inversion; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7G5MSB5L,bookSection,2022,"Huang, Lei; Clee, Edward; Ranasinghe, N.",Applying scientific machine learning to improve seismic wave simulation and inversion,Elsevier eBooks,,,,https://doi.org/10.1016/b978-0-12-822295-9.00011-x,,2022-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,167-192,,,,,,,,,,,Elsevier BV,,en,,,,,,,DOI: 10.1016/b978-0-12-822295-9.00011-x,,,,Ambient Seismic; Automatic differentiation; Seismic Data Processing; Seismic Waveform Inversion; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWA8ISML,journalArticle,2023,"Wu, Yanqi; Aghamiry, Hossein; Operto, S.; Ma, Jianwei",Frequency-Domain Wave Simulation Using Physics-Informed Neural Networks (PINNs) with Free Surface Boundary Condition,,,,10.3997/2214-4609.202310403,https://doi.org/10.3997/2214-4609.202310403,,2023-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Acoustic wave equation; Ambient Seismic; Nonlinear Systems; Seismic Data Processing; Seismic Waveform Inversion; Surface Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9MPTNIUW,journalArticle,2022,"Lähivaara, Timo; Malehmir, A.; Pasanen, Antti; Kärkkäinen, Leo; Huttunen, Janne; Hesthaven, Jan",Deep learning-based groundwater storage estimation from seismic data,,,,10.3997/2214-4609.202229007,https://doi.org/10.3997/2214-4609.202229007,,2022-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Backpropagation; Seismic Data Processing; Seismic Waveform Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYRJ7UBW,journalArticle,2020,"Hateley, James; Bin Oh, Sung; Mylonakis, Kyle; Yang, Xu",Deep learning seismic substructure detection using the Frozen Gaussian approximation,Journal of Computational Physics,,0021-9991,10.1016/j.jcp.2020.109313,https://doi.org/10.1016/j.jcp.2020.109313,"We propose a deep learning algorithm for seismic interface and pocket detection with neural networks trained by synthetic high-frequency displacement data efficiently generated by the frozen Gaussian approximation (FGA). In seismic imaging high-frequency data is advantageous since it can provide high resolution of substructures. However, generation of sufficient synthetic high-frequency data sets for training neural networks is computationally challenging. This bottleneck is overcome by a highly scalable computational platform built upon the FGA, which comes from the semiclassical theory and approximates the wavefields by a sum of fixed-width (frozen) Gaussian wave packets. Training data for deep neural networks is generated from a forward simulation of the elastic wave equation using the FGA. This data contains accurate traveltime information (from the ray path) but not exact amplitude information (with asymptotic errors not shrinking to zero even at extremely fine numerical resolution). Using this data we build convolutional neural network models using an open source API, GeoSeg, developed using Keras and Tensorflow. On a simple model, networks, despite only being trained on data generated by the FGA, can detect an interface with a high success rate from displacement data generated by the spectral element method. Benchmark tests are done for P-waves (acoustic) and P- and S-waves (elastic) generated using the FGA and a spectral element method. Further, results with a high accuracy are shown for more complicated geometries including a three-layered model, a sine interface, and a 2D-pocket model where the neural networks are trained by both clean and noisy data.",2020-05-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,109313-109313,,,409.0,,,,,,,,,,en,,,,,,,Publisher: Elsevier BV,,,,Distributed Acoustic Sensing; Earthquake Detection; Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Substructure; Synthetic data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VXS8BVYA,journalArticle,2023,"Zou, Jingbo; Liu, Cai; Song, Chao; Zhao, Pengfei",Numerical Solver-Independent Seismic Wave Simulation Using Task-Decomposed Physics-Informed Neural Networks,IEEE Geoscience and Remote Sensing Letters,,1545-598X,10.1109/lgrs.2023.3308080,https://doi.org/10.1109/lgrs.2023.3308080,,2023-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,1-5,,,20.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Seismic Data Processing; Seismic Waveform Inversion; Solver; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8HXFYQZ,journalArticle,2024,"Zhang, Yan; Meng, Daxiang; Zhou, Yifan; Song, Liwei; Dong, Hongli",Seismic Velocity Inversion Based on Physically Constrained Neural Networks,IEEE Transactions on Geoscience and Remote Sensing,,0196-2892,10.1109/tgrs.2023.3339783,https://doi.org/10.1109/tgrs.2023.3339783,,2024-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,1-17,,,62.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Backpropagation; Interpretability; Seismic Data Processing; Seismic Waveform Inversion; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZVIWKNA,journalArticle,2021,"Ma, Yangyang; Zhang, Jianming",VSP model building via deep learning,,,,10.3997/2214-4609.2021613005,https://doi.org/10.3997/2214-4609.2021613005,,2021-01-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Geomechanical Modeling; Model building; Seismic Data Processing; Seismic Waveform Inversion; Synthetic data; Vibration Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDAVHVMT,journalArticle,2023,"Ren, Jiaqi; Yuan, Yuan; Wang, Chenxi; Wang, Jianliang",Simulation of Pier Ground Motion Wave Propagation Based on Machine Learning Algorithm and FEPG Finite Element Analysis System,,,,10.1109/icmiii58949.2023.00060,https://doi.org/10.1109/icmiii58949.2023.00060,,2023-06-01,2024-09-03 21:52:11,2024-09-03 21:52:11,,,,,,,,,,,,,,,en,,,,,,,,,,,Dispersive body waves; Earthquake Detection; Earthquake Prediction Models; Earthquake shaking table; Earthquake simulation; Overburden; Pre-earthquake Signals; Real-Time Seismology; Seismic Phase Picking; Strong ground motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL6A6S2B,journalArticle,2024,"Ma, Haitao; Zhou, Shijie; Wang, Yibo; Wu, Ning; Li, Yue; Tian, Yanan",Improving Distributed Acoustic Sensing Data Quality with Self-Supervised Learning,IEEE Geoscience and Remote Sensing Letters,,1545-598X,10.1109/lgrs.2024.3400836,https://doi.org/10.1109/lgrs.2024.3400836,,2024-01-01,2024-09-03 21:52:12,2024-09-03 21:52:12,,1-5,,,21.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Deep Learning; Dimensionality Reduction; Dynamic Time Warping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XWBF94HQ,journalArticle,2022,"Song, Chao; Alkhalifah, Tariq; Waheed, Umair Bin",A versatile framework to solve the Helmholtz equation using physics-informed neural networks,Geophysical Journal International,,0956-540X,10.1093/gji/ggab434,https://doi.org/10.1093/gji/ggab434,"Solving the wave equation to obtain wavefield solutions is an essential step in illuminating the subsurface using seismic imaging and waveform inversion methods. Here, we utilize a recently introduced machine-learning based framework called physics-informed neural networks (PINNs) to solve the frequency-domain wave equation, which is also referred to as the Helmholtz equation, for isotropic and anisotropic media. Like functions, PINNs are formed by using a fully connected neural network (NN) to provide the wavefield solution at spatial points in the domain of interest, in which the coordinates of the point form the input to the network. We train such a network by backpropagating the misfit in the wave equation for the output wavefield values and their derivatives for many points in the model space. Generally, a hyperbolic tangent activation is used with PINNs, however, we use an adaptive sinusoidal activation function to optimize the training process. Numerical results show that PINNs with adaptive sinusoidal activation functions are able to generate frequency-domain wavefield solutions that satisfy wave equations. We also show the flexibility and versatility of the proposed method for various media, including anisotropy, and for models with strong irregular topography.",2022-03-01,2024-02-26 22:05:58,2024-09-02 14:58:45,2024-02-26 15:21:04,1750-1762,,3.0,228,,Geophysical Journal International,,,,,,,,,,,,,Silverchair,,12 - No,,C:\Users\orincon\Zotero\storage\X99D5U55\Song et al. - 2022 - A versatile framework to solve the Helmholtz equat.pdf; C:\Users\orincon\Zotero\storage\XN57MPKA\6409132.html; C:\Users\orincon\Zotero\storage\3RRBAM3N\display.html; C:\Users\orincon\Zotero\storage\JXISYF5P\Song et al. - 2022 - A versatile framework to solve the Helmholtz equat.pdf; C:\Users\orincon\Zotero\storage\VEEKTIRQ\Song et al. - 2022 - A versatile framework to solve the Helmholtz equat.pdf,,Wave propagation; Neural networks; Numerical modelling; Seismic anisotropy; fuzzy logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6P9525F6,journalArticle,2023,"Ding, Y.; Chen, S.; Li, X.; Jin, L.; Luan, S.; Sun, H.",Physics-constrained neural networks for half-space seismic wave modeling,Computers and Geosciences,,,10.1016/j.cageo.2023.105477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173990435&doi=10.1016%2fj.cageo.2023.105477&partnerID=40&md5=bc1e674196211acfe11e2a1a0faddd5d,"Forward modeling of seismic waves using physics-informed neural networks (PINNs) has attracted much attention. However, a notable challenge arises when modeling seismic wave propagation in large domains (i.e., a half-space), PINNs may encounter the issue of ""soft constraint failure"". To address this problem, we propose a novel framework called physics-constrained neural networks (PCNNs) specifically designed for modeling seismic wave propagation in a half-space. The method of images is incorporated to effectively implement the free stress boundary conditions of the Earth's surface, leading to the successful propagation of plane waves and cylindrical waves in a half-space. We analyze the training dynamics of neural networks when solving two-dimensional (2D) wave equations from the neural tangent kernel (NTK) perspective. An adaptive training algorithm is introduced to mitigate the unbalanced gradient flow dynamics of the different components of the loss function of PINNs/PCNNs. Furthermore, to tackle the complex behavior of seismic waves in layered media, a sequential training strategy is considered to enhance network scalability and solution accuracy. The results of numerical experiments demonstrate the accuracy and effectiveness of our approach.",2023,2024-07-24 21:50:24,2024-09-02 14:27:06,,,,,181,,,,,,,,,,,,,Scopus,,,,8 - No,,C:\Users\orincon\Zotero\storage\RU2DRM3E\Ding et al. - 2023 - Physics-constrained neural networks for half-space.pdf,,Physics-informed neural networks; Seismic wave propagation simulation; Method of images; Neural tangent kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
